loan_id,loan_amount,funded_amount,interest_rate,annual_income,loan_status,grade,purpose,term,emp_length,dti,issue_date
LN1471,42131,45062,16.2,145983,Fully Paid,D,Home Improvement,60,5-10 years,23.08,2017-08-24
LN1472,10650,31979,18.26,94874,Charged Off,B,Vacation,60,< 1 year,9.04,2017-08-24
LN1473,20933,21900,15.39,62517,Charged Off,D,Home Improvement,36,10+ years,18.38,2017-08-25
LN1474,21581,14840,26.26,146618,Charged Off,E,Vacation,60,3-5 years,22.12,2017-08-26
LN1475,24393,38167,10.74,95885,Charged Off,G,Medical,60,1-3 years,10.98,2017-08-26
LN1476,24051,6037,10.99,66350,Fully Paid,F,Home Improvement,36,3-5 years,13.74,2017-08-27
LN1477,27212,29633,14.32,97179,Fully Paid,B,Education,36,< 1 year,8.41,2017-08-28
LN1478,5090,25495,10.76,179346,Charged Off,B,Education,60,1-3 years,18.42,2017-08-28
LN1479,7960,16848,19.03,65013,Fully Paid,C,Vacation,36,1-3 years,39.7,2017-08-29
LN1480,36772,37483,8.36,59913,Fully Paid,B,Medical,36,10+ years,14.51,2017-08-30
LN1481,22520,48645,13.0,65819,Fully Paid,D,Vacation,36,3-5 years,26.13,2017-08-30
LN1482,37408,8837,27.84,102168,Fully Paid,E,Medical,60,< 1 year,25.44,2017-08-31
LN1483,29470,35069,15.23,112680,Charged Off,E,Debt Consolidation,60,1-3 years,31.46,2017-09-01
LN1484,21491,8370,23.71,114792,Charged Off,C,Home Improvement,60,10+ years,28.48,2017-09-01
LN1485,2341,7411,7.84,174557,Current,D,Medical,36,1-3 years,0.47,2017-09-02
LN1486,45623,40133,11.19,153932,Fully Paid,D,Vacation,60,3-5 years,12.37,2017-09-03
LN1487,25791,31499,25.18,69875,Fully Paid,A,Debt Consolidation,36,5-10 years,34.81,2017-09-03
LN1488,1338,31225,24.07,165991,Charged Off,B,Vacation,60,< 1 year,21.58,2017-09-04
LN1489,6895,49217,14.65,93947,Fully Paid,C,Education,36,5-10 years,4.17,2017-09-05
LN1490,13254,1692,28.86,29586,Fully Paid,E,Education,36,3-5 years,11.05,2017-09-05
LN1491,12344,29926,27.77,71986,Current,G,Home Improvement,60,5-10 years,11.34,2017-09-06
LN1492,2750,35246,29.06,109848,Charged Off,F,Home Improvement,60,3-5 years,34.93,2017-09-07
LN1493,3421,40164,15.7,43055,Current,A,Debt Consolidation,60,3-5 years,22.14,2017-09-07
LN1494,40887,9448,9.94,185962,Fully Paid,D,Education,60,10+ years,24.33,2017-09-08
LN1495,6319,44390,20.67,48807,Fully Paid,B,Medical,36,5-10 years,14.68,2017-09-09
LN1496,16896,11073,22.12,67177,Charged Off,E,Education,60,1-3 years,2.41,2017-09-09
LN1497,12918,36414,8.14,88625,Fully Paid,G,Home Improvement,36,3-5 years,3.01,2017-09-10
LN1498,26064,6209,24.66,165314,Charged Off,A,Vacation,36,5-10 years,16.82,2017-09-11
LN1499,47617,7533,5.45,76317,Fully Paid,D,Debt Consolidation,60,1-3 years,7.1,2017-09-11
LN1500,28935,22061,17.07,191050,Charged Off,E,Education,36,< 1 year,4.17,2017-09-12
LN1501,38641,8211,13.28,36433,Charged Off,E,Medical,60,1-3 years,10.49,2017-09-12
LN1502,30711,10927,23.51,53282,Fully Paid,D,Medical,60,5-10 years,29.68,2017-09-13
LN1503,5806,12927,12.82,96519,Fully Paid,D,Medical,60,5-10 years,2.92,2017-09-14
LN1504,42360,25594,25.67,63578,Charged Off,C,Debt Consolidation,36,1-3 years,17.93,2017-09-14
LN1505,13182,10316,19.87,150843,Charged Off,E,Medical,60,1-3 years,33.04,2017-09-15
LN1506,23297,13177,24.85,128333,Fully Paid,D,Medical,60,3-5 years,10.72,2017-09-16
LN1507,20541,11846,29.73,175205,Charged Off,F,Education,36,5-10 years,12.07,2017-09-16
LN1508,29921,8933,21.98,70317,Fully Paid,G,Debt Consolidation,60,3-5 years,35.37,2017-09-17
LN1509,17774,39244,29.62,147878,Fully Paid,G,Vacation,60,3-5 years,26.0,2017-09-18
LN1510,45813,47621,5.72,128745,Fully Paid,F,Vacation,36,< 1 year,31.91,2017-09-18
LN1511,38198,41696,13.45,149230,Current,G,Medical,60,5-10 years,11.57,2017-09-19
LN1512,9820,3080,7.7,85950,Fully Paid,A,Home Improvement,36,3-5 years,39.87,2017-09-20
LN1513,25070,7089,11.56,79612,Fully Paid,G,Debt Consolidation,36,< 1 year,5.64,2017-09-20
LN1514,5232,27123,25.97,84873,Charged Off,B,Home Improvement,36,3-5 years,38.48,2017-09-21
LN1515,12122,8797,5.81,135792,Fully Paid,G,Debt Consolidation,36,3-5 years,36.08,2017-09-22
LN1516,16023,9346,18.0,189451,Fully Paid,F,Debt Consolidation,36,5-10 years,22.08,2017-09-22
LN1517,9007,20878,19.18,144814,Fully Paid,C,Education,36,1-3 years,23.41,2017-09-23
LN1518,18905,34672,19.03,35231,Charged Off,D,Medical,36,1-3 years,31.0,2017-09-24
LN1519,42786,18653,16.88,107385,Fully Paid,B,Education,36,5-10 years,12.27,2017-09-24
LN1520,30398,43742,24.77,61163,Charged Off,C,Home Improvement,36,1-3 years,21.1,2017-09-25
LN1521,35268,27140,8.34,141880,Charged Off,E,Home Improvement,60,10+ years,36.1,2017-09-26
LN1522,7737,2184,12.76,182748,Charged Off,B,Vacation,60,1-3 years,2.73,2017-09-26
LN1523,37062,35493,20.39,107592,Charged Off,F,Education,60,3-5 years,36.22,2017-09-27
LN1524,26510,45148,22.27,126564,Fully Paid,C,Education,36,3-5 years,29.15,2017-09-28
LN1525,20426,25846,15.1,75535,Fully Paid,D,Education,36,< 1 year,30.79,2017-09-28
LN1526,38265,46825,26.88,130952,Charged Off,D,Vacation,36,5-10 years,2.59,2017-09-29
LN1527,18850,23195,15.39,197182,Current,G,Education,60,< 1 year,7.51,2017-09-30
LN1528,1614,6606,15.07,198050,Fully Paid,C,Education,60,3-5 years,37.01,2017-09-30
LN1529,22776,4956,5.91,155824,Fully Paid,E,Education,60,3-5 years,4.96,2017-10-01
LN1530,25077,17555,18.78,44507,Fully Paid,G,Education,36,< 1 year,25.25,2017-10-02
LN1531,10374,25849,22.72,144225,Fully Paid,F,Home Improvement,36,10+ years,31.31,2017-10-02
LN1532,36435,19690,7.86,130282,Fully Paid,C,Medical,60,1-3 years,9.25,2017-10-03
LN1533,31907,49849,12.64,192567,Fully Paid,A,Home Improvement,60,10+ years,27.95,2017-10-04
LN1534,14409,27347,24.53,90559,Fully Paid,C,Education,36,10+ years,2.62,2017-10-04
LN1535,17514,34189,14.15,20982,Fully Paid,C,Debt Consolidation,60,10+ years,19.95,2017-10-05
LN1536,30866,39308,11.04,149128,Fully Paid,F,Debt Consolidation,60,10+ years,13.38,2017-10-06
LN1537,3983,26785,21.81,167218,Charged Off,D,Vacation,36,1-3 years,25.83,2017-10-06
LN1538,32705,33698,9.92,96737,Charged Off,G,Home Improvement,60,5-10 years,35.56,2017-10-07
LN1539,21662,16966,27.39,102446,Current,E,Vacation,36,< 1 year,5.02,2017-10-07
LN1540,24510,32097,7.64,108567,Fully Paid,G,Vacation,36,10+ years,18.01,2017-10-08
LN1541,13651,16882,22.66,43636,Fully Paid,C,Debt Consolidation,36,10+ years,16.93,2017-10-09
LN1542,41998,5675,17.49,102850,Current,B,Home Improvement,60,< 1 year,12.95,2017-10-09
LN1543,29535,42850,26.75,178404,Charged Off,D,Medical,36,< 1 year,19.21,2017-10-10
LN1544,7640,14009,8.15,103866,Fully Paid,D,Home Improvement,36,5-10 years,35.23,2017-10-11
LN1545,45547,28843,21.95,82726,Fully Paid,C,Vacation,36,3-5 years,38.95,2017-10-11
LN1546,16317,30793,19.3,100901,Fully Paid,F,Education,60,5-10 years,0.11,2017-10-12
LN1547,8564,40516,17.0,161180,Fully Paid,B,Vacation,60,3-5 years,29.56,2017-10-13
LN1548,28345,39871,17.29,88896,Fully Paid,C,Home Improvement,60,1-3 years,24.6,2017-10-13
LN1549,49288,18857,23.05,193625,Current,B,Debt Consolidation,36,5-10 years,39.78,2017-10-14
LN1550,29687,20627,28.44,60880,Fully Paid,D,Home Improvement,60,1-3 years,3.6,2017-10-15
LN1551,14737,19565,7.28,72077,Charged Off,B,Medical,60,< 1 year,32.45,2017-10-15
LN1552,10323,27025,5.49,23625,Charged Off,G,Education,60,5-10 years,37.36,2017-10-16
LN1553,16229,28832,25.14,58237,Charged Off,C,Education,60,< 1 year,36.48,2017-10-17
LN1554,45481,45116,7.7,21223,Charged Off,A,Vacation,36,10+ years,22.42,2017-10-17
LN1555,9502,10782,29.67,85197,Current,A,Home Improvement,36,< 1 year,13.1,2017-10-18
LN1556,1545,39650,20.48,94693,Fully Paid,B,Debt Consolidation,36,10+ years,25.6,2017-10-19
LN1557,38114,23366,21.27,131555,Current,F,Medical,36,3-5 years,12.24,2017-10-19
LN1558,30430,29557,9.97,57760,Charged Off,C,Vacation,36,10+ years,16.49,2017-10-20
LN1559,10996,6798,11.01,130174,Fully Paid,E,Home Improvement,36,3-5 years,17.83,2017-10-21
LN1560,28788,10627,21.48,147192,Charged Off,A,Debt Consolidation,60,10+ years,12.08,2017-10-21
LN1561,30969,42183,27.74,49024,Charged Off,D,Home Improvement,60,10+ years,13.67,2017-10-22
LN1562,49543,13466,29.56,43202,Current,G,Debt Consolidation,60,1-3 years,0.29,2017-10-23
LN1563,14919,43614,9.95,139414,Fully Paid,C,Home Improvement,60,1-3 years,11.88,2017-10-23
LN1564,4810,13720,8.35,71524,Fully Paid,C,Home Improvement,36,< 1 year,18.89,2017-10-24
LN1565,31586,42913,6.41,194980,Fully Paid,G,Vacation,36,1-3 years,6.92,2017-10-25
LN1566,40974,38292,26.71,187139,Fully Paid,A,Home Improvement,60,3-5 years,32.22,2017-10-25
LN1567,42773,7559,12.37,160432,Fully Paid,G,Home Improvement,60,1-3 years,21.51,2017-10-26
LN1568,17371,41388,5.05,118228,Fully Paid,G,Vacation,36,< 1 year,31.76,2017-10-27
LN1569,46084,20158,10.6,124755,Charged Off,E,Vacation,60,5-10 years,5.12,2017-10-27
LN1570,30629,31916,13.51,164013,Fully Paid,G,Education,60,3-5 years,32.82,2017-10-28
LN1571,9436,23057,29.77,35993,Fully Paid,D,Education,60,5-10 years,38.33,2017-10-29
LN1572,13984,36892,18.09,34620,Fully Paid,E,Vacation,36,3-5 years,14.1,2017-10-29
LN1573,34039,42439,10.12,143271,Fully Paid,D,Medical,36,< 1 year,11.36,2017-10-30
LN1574,20895,12706,13.37,40193,Fully Paid,A,Debt Consolidation,36,1-3 years,25.87,2017-10-30
LN1575,19155,13070,13.26,71559,Fully Paid,C,Vacation,60,5-10 years,25.44,2017-10-31
LN1576,11616,41902,5.49,41248,Fully Paid,D,Education,36,5-10 years,4.5,2017-11-01
LN1577,38129,1924,8.38,196924,Fully Paid,C,Home Improvement,60,1-3 years,37.07,2017-11-01
LN1578,40837,27478,22.38,156099,Fully Paid,B,Vacation,60,< 1 year,19.16,2017-11-02
LN1579,25574,6506,8.01,83410,Fully Paid,B,Vacation,36,1-3 years,30.58,2017-11-03
LN1580,4430,47418,10.77,24260,Fully Paid,A,Education,36,10+ years,14.37,2017-11-03
LN1581,13676,36163,13.77,57596,Fully Paid,A,Education,36,10+ years,10.46,2017-11-04
LN1582,11816,25604,23.94,29012,Fully Paid,F,Medical,36,10+ years,4.45,2017-11-05
LN1583,33733,16310,19.56,45823,Charged Off,A,Education,36,5-10 years,10.98,2017-11-05
LN1584,21144,9226,22.22,93851,Charged Off,B,Education,36,5-10 years,39.74,2017-11-06
LN1585,3050,12781,19.18,67027,Fully Paid,D,Education,36,< 1 year,26.32,2017-11-07
LN1586,45460,6515,22.09,103794,Fully Paid,G,Home Improvement,60,3-5 years,32.11,2017-11-07
LN1587,34933,37133,5.07,45099,Charged Off,G,Vacation,36,1-3 years,38.34,2017-11-08
LN1588,25951,17972,28.27,121427,Fully Paid,G,Vacation,60,3-5 years,3.16,2017-11-09
LN1589,33413,33092,7.77,56992,Charged Off,E,Education,36,5-10 years,6.59,2017-11-09
LN1590,35801,12410,15.16,139942,Current,G,Medical,60,1-3 years,37.12,2017-11-10
LN1591,33913,20522,24.28,137886,Charged Off,A,Education,60,5-10 years,22.58,2017-11-11
LN1592,48037,10095,15.88,162049,Charged Off,G,Medical,36,< 1 year,25.39,2017-11-11
LN1593,41600,24047,28.67,198448,Charged Off,E,Vacation,36,1-3 years,17.11,2017-11-12
LN1594,26280,21470,16.69,185050,Charged Off,E,Medical,36,5-10 years,32.58,2017-11-13
LN1595,25557,44129,26.87,29218,Charged Off,B,Medical,60,10+ years,20.69,2017-11-13
LN1596,48054,9531,25.27,41788,Charged Off,F,Debt Consolidation,36,10+ years,33.05,2017-11-14
LN1597,36400,38038,29.52,40501,Charged Off,D,Medical,36,5-10 years,39.69,2017-11-15
LN1598,5494,23403,28.16,123733,Fully Paid,B,Medical,60,3-5 years,25.87,2017-11-15
LN1599,16152,43674,27.45,35210,Fully Paid,A,Home Improvement,60,< 1 year,21.15,2017-11-16
LN1600,24895,30122,23.29,148476,Charged Off,B,Vacation,60,< 1 year,14.61,2017-11-17
LN1601,10155,17940,14.17,94225,Fully Paid,B,Education,60,5-10 years,7.79,2017-11-17
LN1602,32883,30831,7.65,196561,Charged Off,B,Debt Consolidation,60,< 1 year,26.27,2017-11-18
LN1603,44194,12279,22.22,83721,Current,A,Medical,60,1-3 years,2.51,2017-11-19
LN1604,44001,39220,29.47,193725,Charged Off,A,Home Improvement,60,< 1 year,38.25,2017-11-19
LN1605,2828,7477,23.17,192022,Current,B,Home Improvement,60,10+ years,25.9,2017-11-20
LN1606,46028,18400,28.22,159988,Charged Off,B,Education,36,5-10 years,38.37,2017-11-21
LN1607,42898,7470,25.11,51449,Fully Paid,E,Education,36,1-3 years,10.89,2017-11-21
LN1608,33123,3062,9.08,109333,Charged Off,D,Vacation,60,< 1 year,37.86,2017-11-22
LN1609,38573,42798,11.23,40782,Fully Paid,E,Medical,60,10+ years,24.49,2017-11-22
LN1610,1806,20880,13.55,40243,Fully Paid,F,Home Improvement,60,3-5 years,32.41,2017-11-23
LN1611,41970,35581,9.21,49379,Fully Paid,D,Debt Consolidation,60,< 1 year,7.16,2017-11-24
LN1612,30757,45439,19.54,57780,Fully Paid,F,Vacation,60,10+ years,20.0,2017-11-24
LN1613,35636,15308,29.39,181812,Fully Paid,D,Medical,36,10+ years,22.76,2017-11-25
LN1614,15561,27027,24.04,134944,Fully Paid,B,Education,60,10+ years,15.71,2017-11-26
LN1615,49280,31720,15.58,39984,Charged Off,E,Medical,60,10+ years,10.13,2017-11-26
LN1616,25262,36081,5.11,20050,Charged Off,D,Education,36,3-5 years,36.19,2017-11-27
LN1617,15899,10706,12.83,157662,Fully Paid,F,Medical,60,5-10 years,3.4,2017-11-28
LN1618,49988,10837,18.17,60205,Fully Paid,D,Debt Consolidation,60,10+ years,6.16,2017-11-28
LN1619,16934,39599,13.11,35162,Charged Off,A,Vacation,36,5-10 years,12.82,2017-11-29
LN1620,39197,37824,7.78,69746,Charged Off,D,Education,60,3-5 years,36.79,2017-11-30
LN1621,42844,34073,16.07,164177,Current,G,Debt Consolidation,60,3-5 years,22.57,2017-11-30
LN1622,37332,48115,11.33,188571,Fully Paid,B,Home Improvement,60,1-3 years,14.93,2017-12-01
LN1623,35157,33088,27.73,187713,Charged Off,C,Debt Consolidation,36,1-3 years,16.11,2017-12-02
LN1624,12593,29112,7.54,31628,Fully Paid,A,Debt Consolidation,60,10+ years,33.51,2017-12-02
LN1625,41042,27299,6.23,193104,Charged Off,C,Debt Consolidation,60,5-10 years,1.07,2017-12-03
LN1626,18320,35457,5.13,58516,Fully Paid,B,Education,36,3-5 years,0.45,2017-12-04
LN1627,28376,31063,13.2,107157,Fully Paid,G,Home Improvement,36,< 1 year,1.84,2017-12-04
LN1628,44513,4917,21.51,152548,Fully Paid,C,Vacation,60,1-3 years,18.77,2017-12-05
LN1629,15199,3936,23.26,139558,Fully Paid,D,Debt Consolidation,60,1-3 years,23.25,2017-12-06
LN1630,16876,37630,16.33,60800,Fully Paid,C,Education,60,< 1 year,24.98,2017-12-06
LN1631,9245,15506,22.11,55788,Charged Off,E,Education,60,5-10 years,29.25,2017-12-07
LN1632,8214,29805,14.0,140754,Charged Off,B,Vacation,60,5-10 years,7.59,2017-12-08
LN1633,1726,15318,21.7,46240,Fully Paid,E,Medical,60,5-10 years,10.49,2017-12-08
LN1634,47600,49068,6.01,161994,Fully Paid,C,Home Improvement,60,10+ years,9.74,2017-12-09
LN1635,12362,27026,14.77,84198,Fully Paid,G,Home Improvement,36,10+ years,5.97,2017-12-10
LN1636,19297,28672,24.77,78739,Current,E,Debt Consolidation,36,< 1 year,9.78,2017-12-10
LN1637,31448,39417,25.08,32089,Fully Paid,A,Medical,60,3-5 years,24.55,2017-12-11
LN1638,27172,28281,22.9,52600,Fully Paid,C,Home Improvement,36,< 1 year,14.66,2017-12-12
LN1639,43874,49442,10.11,197248,Fully Paid,F,Debt Consolidation,60,3-5 years,30.72,2017-12-12
LN1640,8657,29091,11.18,28167,Charged Off,E,Medical,60,< 1 year,21.46,2017-12-13
LN1641,19850,39328,29.9,98352,Fully Paid,D,Education,60,10+ years,8.48,2017-12-14
LN1642,26425,49219,7.58,172236,Fully Paid,C,Debt Consolidation,60,5-10 years,18.7,2017-12-14
LN1643,27685,19610,9.52,105965,Charged Off,G,Medical,36,1-3 years,23.73,2017-12-15
LN1644,48319,2079,8.25,145540,Charged Off,F,Vacation,60,< 1 year,34.65,2017-12-15
LN1645,25578,30850,13.19,51415,Charged Off,G,Home Improvement,60,< 1 year,33.35,2017-12-16
LN1646,29831,47751,10.25,91895,Fully Paid,A,Debt Consolidation,60,1-3 years,17.06,2017-12-17
LN1647,8906,21590,17.44,99900,Fully Paid,D,Education,60,< 1 year,25.91,2017-12-17
LN1648,8287,31951,16.9,114330,Current,C,Debt Consolidation,36,5-10 years,11.91,2017-12-18
LN1649,34660,16327,27.54,78650,Charged Off,G,Home Improvement,60,1-3 years,25.32,2017-12-19
LN1650,11222,13755,5.87,20615,Fully Paid,D,Home Improvement,36,1-3 years,36.51,2017-12-19
LN1651,38443,8235,13.0,196684,Fully Paid,C,Medical,36,5-10 years,24.98,2017-12-20
LN1652,35701,18197,19.92,97937,Fully Paid,C,Education,60,5-10 years,12.15,2017-12-21
LN1653,18764,22473,20.12,61936,Fully Paid,B,Medical,60,1-3 years,25.76,2017-12-21
LN1654,45641,3031,17.0,180444,Charged Off,E,Education,60,5-10 years,36.11,2017-12-22
LN1655,18674,42282,25.39,127812,Current,C,Debt Consolidation,36,5-10 years,5.48,2017-12-23
LN1656,19024,42863,6.57,87875,Fully Paid,A,Debt Consolidation,36,5-10 years,19.3,2017-12-23
LN1657,47007,15287,25.39,101782,Fully Paid,F,Medical,60,1-3 years,12.84,2017-12-24
LN1658,24874,39679,17.37,81700,Charged Off,E,Vacation,60,< 1 year,9.66,2017-12-25
LN1659,44642,45463,8.34,28109,Fully Paid,B,Home Improvement,36,3-5 years,15.85,2017-12-25
LN1660,33284,33230,27.14,43758,Current,E,Medical,60,1-3 years,15.76,2017-12-26
LN1661,18602,20037,21.23,128592,Charged Off,E,Medical,36,3-5 years,8.42,2017-12-27
LN1662,38784,28052,9.09,33317,Current,C,Debt Consolidation,36,5-10 years,16.15,2017-12-27
LN1663,24265,4340,5.84,45622,Fully Paid,A,Home Improvement,36,5-10 years,25.35,2017-12-28
LN1664,26931,41644,8.53,26800,Fully Paid,C,Medical,36,< 1 year,1.03,2017-12-29
LN1665,29841,49664,20.22,55539,Fully Paid,G,Debt Consolidation,60,5-10 years,39.57,2017-12-29
LN1666,30192,46203,9.48,153672,Fully Paid,A,Debt Consolidation,60,3-5 years,11.84,2017-12-30
LN1667,47542,2141,10.64,105163,Fully Paid,G,Medical,36,1-3 years,24.95,2017-12-31
LN1668,43520,26425,5.63,180441,Current,A,Medical,60,1-3 years,11.34,2017-12-31
LN1669,16585,20281,23.07,36689,Charged Off,D,Debt Consolidation,36,< 1 year,15.74,2018-01-01
LN1670,26559,43049,25.26,101459,Charged Off,C,Medical,60,3-5 years,21.97,2018-01-02
LN1671,41059,21425,24.92,58469,Fully Paid,G,Home Improvement,36,5-10 years,24.47,2018-01-02
LN1672,34742,35806,8.19,152030,Charged Off,B,Debt Consolidation,60,10+ years,30.82,2018-01-03
LN1673,5133,33113,27.58,80012,Charged Off,F,Debt Consolidation,60,< 1 year,31.67,2018-01-04
LN1674,15663,5270,21.81,80021,Fully Paid,E,Medical,36,< 1 year,20.75,2018-01-04
LN1675,22754,43814,27.44,44642,Current,D,Medical,60,10+ years,3.03,2018-01-05
LN1676,4972,5683,16.18,99003,Fully Paid,G,Medical,36,1-3 years,22.31,2018-01-06
LN1677,6295,40884,15.92,143714,Fully Paid,B,Home Improvement,60,1-3 years,19.1,2018-01-06
LN1678,47681,30809,24.61,20205,Fully Paid,F,Debt Consolidation,36,1-3 years,8.62,2018-01-07
LN1679,42873,35552,7.33,112945,Charged Off,F,Vacation,60,10+ years,0.41,2018-01-08
LN1680,30125,4786,18.02,32442,Charged Off,C,Home Improvement,60,5-10 years,12.64,2018-01-08
LN1681,41996,22650,25.91,111826,Fully Paid,A,Home Improvement,36,5-10 years,10.38,2018-01-09
LN1682,10903,29706,25.75,156763,Fully Paid,G,Debt Consolidation,36,3-5 years,19.32,2018-01-09
LN1683,4020,10190,28.9,58909,Fully Paid,C,Vacation,60,3-5 years,30.46,2018-01-10
LN1684,42755,39196,22.46,39504,Fully Paid,F,Debt Consolidation,60,1-3 years,17.56,2018-01-11
LN1685,21420,40449,10.19,115698,Fully Paid,C,Home Improvement,36,10+ years,38.06,2018-01-11
LN1686,22452,40661,5.51,189870,Fully Paid,D,Medical,36,< 1 year,8.85,2018-01-12
LN1687,46648,30709,16.99,107087,Fully Paid,G,Debt Consolidation,36,5-10 years,8.84,2018-01-13
LN1688,39001,46429,17.84,61716,Charged Off,B,Debt Consolidation,36,10+ years,24.18,2018-01-13
LN1689,10516,15892,11.01,198054,Fully Paid,F,Medical,60,3-5 years,35.85,2018-01-14
LN1690,48327,10643,8.12,178516,Charged Off,G,Vacation,60,5-10 years,26.87,2018-01-15
LN1691,3396,10943,19.66,175806,Fully Paid,D,Vacation,60,5-10 years,26.95,2018-01-15
LN1692,19546,44240,24.11,192817,Fully Paid,B,Debt Consolidation,60,10+ years,32.25,2018-01-16
LN1693,20129,46760,29.83,54571,Fully Paid,D,Medical,60,3-5 years,26.75,2018-01-17
LN1694,2591,22042,23.96,166461,Fully Paid,E,Debt Consolidation,60,10+ years,30.37,2018-01-17
LN1695,12303,44894,24.84,113280,Fully Paid,A,Medical,36,< 1 year,34.65,2018-01-18
LN1696,31561,7869,20.41,65038,Charged Off,A,Home Improvement,60,5-10 years,0.32,2018-01-19
LN1697,7183,41437,29.65,92795,Current,A,Medical,36,10+ years,35.42,2018-01-19
LN1698,27572,45306,21.0,65168,Fully Paid,E,Debt Consolidation,36,10+ years,8.61,2018-01-20
LN1699,35080,43833,26.51,87690,Fully Paid,F,Education,36,< 1 year,36.48,2018-01-21
LN1700,21695,21918,28.64,134053,Current,F,Vacation,36,10+ years,10.65,2018-01-21
LN1701,8314,29379,28.25,31230,Fully Paid,E,Debt Consolidation,60,5-10 years,18.21,2018-01-22
LN1702,20623,43939,14.54,103301,Charged Off,A,Medical,36,1-3 years,37.36,2018-01-23
LN1703,3139,26274,6.97,156974,Current,A,Medical,36,1-3 years,4.39,2018-01-23
LN1704,48456,18696,9.3,86758,Current,B,Vacation,60,3-5 years,29.81,2018-01-24
LN1705,32290,3962,6.48,47050,Fully Paid,B,Debt Consolidation,36,< 1 year,15.7,2018-01-25
LN1706,19088,14851,7.63,119805,Fully Paid,C,Education,36,3-5 years,0.96,2018-01-25
LN1707,40692,46747,9.62,89110,Fully Paid,G,Home Improvement,60,1-3 years,37.57,2018-01-26
LN1708,34130,6296,13.53,122033,Charged Off,G,Education,36,< 1 year,4.71,2018-01-27
LN1709,33088,15745,18.59,96693,Current,G,Home Improvement,60,10+ years,30.97,2018-01-27
LN1710,27292,6730,22.79,142428,Charged Off,D,Home Improvement,60,10+ years,15.37,2018-01-28
LN1711,47249,14921,10.27,39575,Charged Off,B,Debt Consolidation,60,5-10 years,32.42,2018-01-29
LN1712,21670,33894,21.81,60244,Charged Off,B,Home Improvement,60,1-3 years,30.01,2018-01-29
LN1713,4738,6602,22.61,34962,Charged Off,B,Medical,60,10+ years,25.33,2018-01-30
LN1714,3469,18575,18.97,120695,Charged Off,B,Home Improvement,36,< 1 year,37.57,2018-01-31
LN1715,23534,20023,27.59,110388,Charged Off,E,Home Improvement,60,10+ years,3.96,2018-01-31
LN1716,49874,46349,7.77,97332,Fully Paid,C,Vacation,60,3-5 years,31.94,2018-02-01
LN1717,10017,16997,9.43,175522,Fully Paid,B,Vacation,60,3-5 years,26.83,2018-02-01
LN1718,3808,18750,15.72,147386,Charged Off,F,Debt Consolidation,60,3-5 years,12.59,2018-02-02
LN1719,48638,42979,8.17,65037,Fully Paid,D,Debt Consolidation,60,3-5 years,21.84,2018-02-03
LN1720,13713,23837,19.16,132666,Fully Paid,G,Medical,36,3-5 years,25.79,2018-02-03
LN1721,41329,15997,14.96,147048,Charged Off,B,Vacation,36,5-10 years,29.45,2018-02-04
LN1722,3719,40439,12.11,103040,Charged Off,E,Education,60,3-5 years,7.48,2018-02-05
LN1723,23890,24067,9.25,131264,Current,F,Debt Consolidation,36,5-10 years,4.08,2018-02-05
LN1724,12700,46039,13.38,181113,Fully Paid,G,Debt Consolidation,60,5-10 years,4.08,2018-02-06
LN1725,37509,21923,20.2,30715,Charged Off,A,Vacation,60,10+ years,11.75,2018-02-07
LN1726,43534,9876,19.39,172875,Fully Paid,A,Vacation,60,< 1 year,6.17,2018-02-07
LN1727,37766,3887,9.09,81726,Current,G,Medical,36,3-5 years,21.43,2018-02-08
LN1728,27705,43422,8.12,152980,Fully Paid,C,Vacation,60,< 1 year,17.48,2018-02-09
LN1729,19787,37854,5.67,138208,Charged Off,A,Home Improvement,60,1-3 years,35.72,2018-02-09
LN1730,49845,37948,5.31,188147,Charged Off,B,Education,36,5-10 years,28.7,2018-02-10
LN1731,27588,3841,27.0,73648,Fully Paid,G,Home Improvement,60,1-3 years,8.23,2018-02-11
LN1732,27123,29756,6.13,41134,Current,E,Home Improvement,36,5-10 years,1.83,2018-02-11
LN1733,34062,7040,23.28,76143,Charged Off,C,Home Improvement,36,3-5 years,28.37,2018-02-12
LN1734,11177,11304,26.8,89123,Fully Paid,F,Debt Consolidation,60,1-3 years,33.83,2018-02-13
LN1735,22727,31341,7.45,196225,Fully Paid,B,Home Improvement,36,10+ years,28.04,2018-02-13
LN1736,31220,5758,15.91,153485,Fully Paid,A,Debt Consolidation,60,1-3 years,25.75,2018-02-14
LN1737,10882,18010,29.06,173627,Fully Paid,D,Vacation,36,5-10 years,9.97,2018-02-15
LN1738,2136,32658,25.85,162024,Charged Off,B,Education,36,5-10 years,19.78,2018-02-15
LN1739,35832,38782,17.24,141657,Current,D,Education,36,< 1 year,29.0,2018-02-16
LN1740,32966,2375,24.06,86686,Fully Paid,F,Home Improvement,60,1-3 years,7.73,2018-02-17
LN1741,8009,34949,25.83,132841,Fully Paid,D,Education,36,10+ years,19.06,2018-02-17
LN1742,13987,23092,13.7,52264,Fully Paid,F,Debt Consolidation,60,3-5 years,4.68,2018-02-18
LN1743,38311,1490,27.3,198625,Fully Paid,C,Vacation,60,< 1 year,21.23,2018-02-19
LN1744,32575,4729,16.76,129885,Fully Paid,E,Home Improvement,60,1-3 years,22.94,2018-02-19
